Data from North Dakota Agricultural Weather Network https://ndawn.ndsu.nodak.edu
Weekly Observation Table for January 1 2002
Flag Definition Line: M - Missing; E - Estimated; N/A - Not Available
Station Name,Latitude,Longitude,Elevation,Year,Month,Day,Max Temp,Number Missing,Number Estimated,Min Temp,Number Missing,Number Estimated,Avg Temp,Number Missing,Number Estimated,Avg Bare Soil Temp,Number Missing,Number Estimated,Avg Turf Soil Temp,Number Missing,Number Estimated,Avg Wind Speed,Number Missing,Number Estimated,Max Wind Speed,Number Missing,Number Estimated,Total Solar Rad,Number Missing,Number Estimated,Total Penman PET,Number Missing,Number Estimated,Avg Penman PET,Number Missing,Number Estimated,Total Rainfall,Number Missing,Number Estimated,Avg Dew Point,Number Missing,Number Estimated,Avg Wind Chill,Number Missing,Number Estimated
Jamestown,46.90669,-98.92778,1636,2006,09,26,66.884,0,0,39.545,0,0,53.2150,0,0,53.563,0,0,52.089,0,0,8.852,0,0,23.279,0,0,286.992,0,0,1.098,0,0,0.157,0,0,0.020,0,0,42.522,0,0,51.125,0,0
Jamestown,46.90669,-98.92778,1636,2006,10,03,62.970,0,0,38.146,0,0,50.5580,0,0,52.260,0,0,51.582,0,0,9.364,0,0,24.968,0,0,243.029,0,0,0.869,0,0,0.124,0,0,0.430,0,0,42.121,0,0,47.957,0,0
Jamestown,46.90669,-98.92778,1636,2006,10,10,48.568,0,0,25.217,0,0,36.8930,0,0,39.896,0,0,43.486,0,0,12.264,0,0,28.605,0,0,223.311,0,0,0.711,0,0,0.102,0,0,0.290,0,0,25.401,0,0,27.788,0,0
Jamestown,46.90669,-98.92778,1636,2006,10,17,37.036,0,0,22.277,0,0,29.6570,0,0,35.072,0,0,40.304,0,0,9.955,0,0,21.436,0,0,138.129,0,0,0.301,0,0,0.043,0,0,0.330,0,0,24.261,0,0,20.508,0,0
Jamestown,46.90669,-98.92778,1636,2006,10,24,50.632,0,0,24.545,0,0,37.5890,0,0,36.839,0,0,39.181,0,0,9.465,0,0,23.125,0,0,185.538,0,0,0.631,0,0,0.090,0,0,0.000,0,0,26.832,0,0,29.591,0,0
Jamestown,46.90669,-98.92778,1636,2006,10,31,40.933,0,0,17.922,0,0,29.4280,0,0,31.832,0,0,35.270,0,0,9.265,0,0,21.334,0,0,170.261,0,0,0.541,0,0,0.077,0,0,0.000,6,0,18.664,0,0,21.612,0,0
Jamestown,46.90669,-98.92778,1636,2006,11,07,45.339,0,0,21.328,0,0,33.3330,0,0,36.441,0,0,38.343,0,0,9.522,0,0,25.584,0,0,114.107,0,0,0.574,0,0,0.082,0,0,,7,0,25.745,0,0,28.397,0,0
Jamestown,46.90669,-98.92778,1636,2006,11,14,41.885,0,0,16.567,0,0,29.2260,0,0,30.865,0,0,34.536,0,0,8.310,0,0,22.921,0,0,128.006,0,0,0.507,0,0,0.072,0,0,,7,0,18.413,0,0,20.979,0,0
Jamestown,46.90669,-98.92778,1636,2006,11,21,42.248,0,0,17.412,0,0,29.8300,0,0,31.752,0,0,35.122,0,0,9.314,0,1,22.396,0,1,125.412,0,0,0.568,0,0,0.081,0,0,,7,0,16.893,0,0,18.362,0,1
Jamestown,46.90669,-98.92778,1636,2006,11,28,18.845,0,0,-2.797,0,0,8.0240,0,0,22.273,0,0,30.497,0,0,12.106,0,6,30.790,0,6,139.265,0,0,0.220,0,0,0.031,0,0,,7,0,3.841,0,0,-7.851,0,6
Jamestown,46.90669,-98.92778,1636,2006,12,05,34.384,0,0,10.661,0,0,22.5230,0,0,25.902,0,0,29.371,0,0,10.428,0,0,23.023,0,0,115.209,0,0,0.291,0,0,0.042,0,0,,7,0,16.443,0,0,10.251,0,0
Jamestown,46.90669,-98.92778,1636,2006,12,12,35.928,0,0,17.202,0,0,26.5650,0,0,27.751,0,0,30.706,0,0,11.816,0,1,28.807,0,1,89.579,0,0,0.351,0,0,0.050,0,0,,7,0,20.538,0,0,17.165,0,1
Jamestown,46.90669,-98.92778,1636,2006,12,19,38.623,0,0,15.446,0,0,27.0340,0,0,25.646,0,0,29.740,0,0,9.980,0,0,22.665,0,0,133.148,0,0,0.499,0,0,0.071,0,0,,7,0,13.763,0,0,16.569,0,0
Jamestown,46.90669,-98.92778,1636,2006,12,26,31.820,0,0,19.502,0,0,25.6610,0,0,30.085,0,0,30.733,0,0,9.130,0,0,18.720,0,0,99.310,0,0,0.226,0,0,0.032,0,0,,7,0,19.314,0,0,16.002,0,0
Jamestown,46.90669,-98.92778,1636,2007,01,02,34.876,0,0,18.227,0,0,26.5520,0,0,30.344,0,0,31.028,0,0,12.323,0,0,29.270,0,0,124.338,0,0,0.258,0,0,0.037,0,0,,7,0,21.864,0,0,15.669,0,0
Jamestown,46.90669,-98.92778,1636,2007,01,09,9.568,0,0,-8.773,0,0,0.3980,0,0,27.642,0,0,26.847,0,0,11.152,0,0,24.764,0,0,138.726,0,0,0.161,0,0,0.023,0,0,,7,0,-6.617,0,0,-17.526,0,0
Jamestown,46.90669,-98.92778,1636,2007,01,16,24.638,0,0,4.185,0,0,14.4120,0,0,26.860,0,0,25.976,0,0,10.235,0,0,22.716,0,0,149.192,0,0,0.213,0,0,0.030,0,0,,7,0,10.289,0,0,2.537,0,0
Jamestown,46.90669,-98.92778,1636,2007,01,23,27.414,0,0,3.959,0,0,15.6870,0,0,27.988,0,0,26.775,0,0,13.257,0,0,29.782,0,0,156.067,0,0,0.252,0,0,0.036,0,0,,7,0,10.358,0,0,-0.252,0,0
Jamestown,46.90669,-98.92778,1636,2007,01,30,3.815,0,0,-15.528,0,0,-5.8570,0,0,24.108,0,0,22.928,0,0,13.194,0,0,25.174,0,0,208.822,0,0,0.146,0,0,0.021,0,0,,7,0,-12.156,0,0,-25.069,0,0
Jamestown,46.90669,-98.92778,1636,2007,02,06,4.247,0,0,-12.072,0,0,-3.9130,0,0,24.361,0,0,23.920,0,0,9.541,0,0,17.801,0,0,226.288,0,0,0.134,0,0,0.019,0,0,,7,0,-9.978,0,0,-20.677,0,0
Jamestown,46.90669,-98.92778,1636,2007,02,13,15.636,0,0,-2.254,0,0,6.6910,0,0,24.901,0,0,24.265,0,0,11.123,0,0,22.767,0,0,243.409,0,0,0.191,0,0,0.027,0,0,,7,0,2.588,0,0,-8.027,0,0
Jamestown,46.90669,-98.92778,1636,2007,02,20,28.963,0,0,15.035,0,0,21.9990,0,0,28.711,0,0,28.166,0,0,13.584,0,3,25.510,0,3,212.038,0,0,0.275,0,0,0.039,0,0,,7,0,19.850,0,0,11.024,0,3
Jamestown,46.90669,-98.92778,1636,2007,02,27,22.975,0,0,10.080,0,0,16.5280,0,0,29.098,0,0,28.792,0,0,14.205,0,2,27.222,0,1,280.026,0,0,0.250,0,0,0.036,0,0,,7,0,12.389,0,0,1.102,0,2
Jamestown,46.90669,-98.92778,1636,2007,03,06,36.820,0,0,21.095,0,0,28.9580,0,0,29.977,0,0,30.057,0,0,10.923,0,0,23.485,0,0,304.670,0,0,0.459,0,0,0.066,0,0,,7,0,24.652,0,0,19.466,0,0
Jamestown,46.90669,-98.92778,1636,2007,03,13,39.791,0,0,19.885,0,0,29.8380,0,0,31.742,0,0,31.892,0,0,10.213,0,0,22.511,0,0,324.345,0,0,0.541,0,0,0.077,0,0,,7,0,23.523,0,0,19.925,0,0
Jamestown,46.90669,-98.92778,1636,2007,03,20,61.204,0,0,28.215,0,0,44.7090,0,0,38.982,0,0,31.970,0,0,9.747,0,0,26.403,0,0,333.524,0,0,1.084,0,0,0.155,0,0,,7,0,34.057,0,0,39.472,0,0
Jamestown,46.90669,-98.92778,1636,2007,03,27,41.867,0,0,30.255,0,0,36.0610,0,0,37.345,0,0,32.143,0,0,12.263,0,0,27.069,0,0,121.058,0,0,0.243,0,0,0.035,0,0,0.060,5,0,34.278,0,0,28.235,0,0
Jamestown,46.90669,-98.92778,1636,2007,04,03,26.754,0,0,9.749,0,0,18.2520,0,0,31.560,0,0,31.811,0,0,11.607,0,0,22.767,0,0,508.784,0,0,0.614,0,0,0.088,0,0,0.000,0,7,9.022,0,0,5.093,0,0
Jamestown,46.90669,-98.92778,1636,2007,04,10,49.297,0,0,27.275,0,0,38.2860,0,0,37.023,0,0,32.100,0,0,9.946,0,0,23.740,0,0,445.378,0,0,1.049,0,0,0.150,0,0,0.126,0,2,29.015,0,0,31.461,0,0
Jamestown,46.90669,-98.92778,1636,2007,04,17,64.333,0,0,35.800,0,0,50.0670,0,0,49.916,0,0,34.236,0,0,9.149,0,0,23.381,0,0,484.395,0,0,1.454,0,0,0.208,0,0,0.140,0,0,39.240,0,0,48.401,0,0
Jamestown,46.90669,-98.92778,1636,2007,04,24,72.981,0,0,44.246,0,0,58.6130,0,0,59.131,0,0,41.001,0,0,9.773,0,0,22.922,0,0,539.917,0,0,2.222,0,0,0.317,0,0,0.020,0,0,37.628,0,0,57.348,0,0
Jamestown,46.90669,-98.92778,1636,2007,05,01,68.216,0,0,46.367,0,0,57.2920,0,0,58.260,0,0,46.500,0,0,13.010,0,0,30.192,0,0,434.686,0,0,1.490,0,0,0.213,0,0,1.610,0,0,45.686,0,0,55.851,0,0
Jamestown,46.90669,-98.92778,1636,2007,05,08,72.945,0,0,46.597,0,0,59.7710,0,0,63.454,0,0,50.546,0,0,9.501,0,0,24.098,0,0,528.717,0,0,1.832,0,0,0.262,0,0,0.140,0,0,46.846,0,0,59.580,0,0
Jamestown,46.90669,-98.92778,1636,2007,05,15,70.402,0,0,40.763,0,0,55.5820,0,0,61.324,0,0,50.043,0,0,10.468,0,0,28.451,0,0,539.025,0,0,1.838,0,0,0.263,0,0,0.060,0,0,44.098,0,0,53.879,0,0
Jamestown,46.90669,-98.92778,1636,2007,05,22,63.341,0,0,41.933,0,0,52.6370,0,0,56.489,0,0,50.350,0,0,11.622,0,0,29.475,0,0,433.204,0,0,1.235,0,0,0.176,0,0,1.350,0,0,45.928,0,0,50.137,0,0
Jamestown,46.90669,-98.92778,1636,2007,05,29,70.415,0,0,52.741,0,0,61.5780,0,0,63.153,0,0,54.966,0,0,9.827,0,0,26.762,0,0,405.219,0,0,1.156,0,0,0.165,0,0,3.440,0,0,55.648,0,0,60.712,0,0
Jamestown,46.90669,-98.92778,1636,2007,06,05,75.894,0,0,51.199,0,0,63.5470,0,0,65.036,0,0,56.984,0,0,10.874,0,0,26.301,0,0,546.346,0,0,1.847,0,0,0.264,0,0,0.900,0,0,53.732,0,0,63.454,0,0
Jamestown,46.90669,-98.92778,1636,2007,06,12,77.136,0,0,57.673,0,0,67.4050,0,0,70.170,0,0,62.184,0,0,8.587,0,0,21.792,0,0,452.955,0,0,1.291,0,0,0.184,0,0,5.120,0,0,61.124,0,0,66.983,0,0
Jamestown,46.90669,-98.92778,1636,2007,06,19,84.794,0,0,59.368,0,0,72.0810,0,0,77.022,0,0,63.964,0,0,8.312,0,0,19.745,0,0,672.300,0,0,2.101,0,0,0.300,0,0,0.000,0,0,63.021,0,0,72.366,0,0
Jamestown,46.90669,-98.92778,1636,2007,06,26,76.936,0,0,56.380,0,0,66.6580,0,0,76.177,0,0,63.747,0,0,9.181,0,0,25.685,0,0,638.360,0,0,1.938,0,0,0.277,0,0,0.290,0,0,56.837,0,1,66.678,0,1
Jamestown,46.90669,-98.92778,1636,2007,07,03,84.138,0,0,61.474,0,0,72.8060,0,0,81.941,0,0,66.611,0,0,7.069,0,0,21.437,0,0,658.564,0,0,2.029,0,0,0.290,0,0,0.370,0,0,62.666,0,0,73.310,0,0
Jamestown,46.90669,-98.92778,1636,2007,07,10,78.252,0,0,53.389,0,0,65.8210,0,0,74.799,0,0,63.989,0,0,8.189,0,0,25.277,0,0,600.224,0,0,1.789,0,0,0.256,0,0,0.370,0,0,56.815,0,0,66.153,0,0
Jamestown,46.90669,-98.92778,1636,2007,07,17,86.219,0,0,60.214,0,0,73.2160,0,0,80.196,0,0,66.027,0,0,7.215,0,0,18.826,0,0,627.850,0,0,1.955,0,0,0.279,0,0,0.080,0,0,64.848,0,0,73.470,0,0
Jamestown,46.90669,-98.92778,1636,2007,07,24,87.072,0,0,62.775,0,0,74.9240,0,0,79.773,0,0,68.488,0,0,7.700,0,0,20.155,0,0,592.846,0,0,1.961,0,0,0.280,0,0,1.410,0,0,65.223,0,0,74.836,0,0
Jamestown,46.90669,-98.92778,1636,2007,07,31,81.978,0,0,57.601,0,0,69.7900,0,0,77.587,0,0,66.927,0,0,8.499,0,0,24.150,0,0,506.883,0,0,1.753,0,0,0.250,0,0,0.060,0,0,60.607,0,0,70.141,0,0
Jamestown,46.90669,-98.92778,1636,2007,08,07,81.569,0,0,54.986,0,0,68.2780,0,0,71.411,0,0,65.277,0,0,6.707,0,0,19.695,0,0,437.626,0,0,1.360,0,0,0.194,0,0,0.680,0,0,60.884,0,0,67.644,0,0
Jamestown,46.90669,-98.92778,1636,2007,08,14,68.712,0,0,52.292,0,0,60.5020,0,0,65.392,0,0,61.485,0,0,6.952,0,0,17.648,0,0,284.215,0,0,0.793,0,0,0.113,0,0,0.090,0,0,54.663,0,0,60.473,0,0
Jamestown,46.90669,-98.92778,1636,2007,08,21,76.331,0,0,50.369,0,0,63.3500,0,0,67.146,0,0,60.633,0,0,7.830,0,0,20.770,0,0,409.603,0,0,1.367,0,0,0.195,0,0,0.440,0,0,53.643,0,0,62.190,0,0
Jamestown,46.90669,-98.92778,1636,2007,08,28,81.901,0,0,54.338,0,0,68.1200,0,0,70.984,0,0,61.711,0,0,7.716,0,0,19.387,0,0,452.660,0,0,1.576,0,0,0.225,0,0,0.010,0,0,57.220,0,0,66.795,0,0
Jamestown,46.90669,-98.92778,1636,2007,09,04,71.302,0,0,47.748,0,0,59.5250,0,0,65.473,0,0,60.568,0,0,7.993,0,0,20.001,0,0,343.003,0,0,1.183,0,0,0.169,0,0,1.100,0,0,51.163,0,0,58.652,0,0
Jamestown,46.90669,-98.92778,1636,2007,09,11,64.799,0,0,38.962,0,0,51.8800,0,0,56.777,0,0,53.645,0,0,9.204,0,0,24.458,0,0,402.782,0,0,1.207,0,0,0.172,0,0,0.010,0,0,41.838,0,0,49.226,0,0
Jamestown,46.90669,-98.92778,1636,2007,09,18,71.482,0,0,45.583,0,0,58.5320,0,0,59.595,0,0,55.767,0,0,9.877,0,0,26.095,0,0,278.779,0,0,1.102,0,0,0.157,0,0,0.820,0,0,49.824,0,0,56.973,0,0
Jamestown,46.90669,-98.92778,1636,2007,09,25,69.998,0,0,41.323,0,0,55.6610,0,0,56.095,0,0,54.409,0,0,10.150,0,0,27.939,0,0,342.153,0,0,1.410,0,0,0.201,0,0,0.020,0,0,44.022,0,0,54.538,0,0
Jamestown,46.90669,-98.92778,1636,2007,10,02,61.127,0,0,41.865,0,0,51.4960,0,0,53.616,0,0,52.525,0,0,9.326,0,0,23.689,0,0,189.354,0,0,0.811,0,0,0.116,0,0,0.960,0,0,41.882,0,0,48.486,0,0
Jamestown,46.90669,-98.92778,1636,2007,10,09,52.144,0,0,35.024,0,0,43.5840,0,0,45.760,0,0,48.185,0,0,8.237,0,0,18.260,0,0,185.961,0,0,0.452,0,0,0.065,0,0,0.070,0,0,38.135,0,0,38.543,0,0
Jamestown,46.90669,-98.92778,1636,2007,10,16,54.351,0,0,40.076,0,0,47.2130,0,0,46.855,0,0,48.076,0,0,10.491,0,0,24.098,0,0,157.958,0,0,0.552,0,0,0.079,0,0,0.200,0,0,39.835,0,0,42.307,0,0
Jamestown,46.90669,-98.92778,1636,2007,10,23,59.715,0,0,29.302,0,0,44.5090,0,0,44.339,0,0,45.374,0,0,9.571,0,0,23.433,0,0,223.196,0,0,1.036,0,0,0.148,0,0,0.000,0,0,31.042,0,0,40.493,0,0
Jamestown,46.90669,-98.92778,1636,2007,10,30,54.355,0,0,29.608,0,0,41.9820,0,0,40.621,0,0,43.149,0,0,12.044,0,0,31.523,0,0,175.948,0,0,1.012,0,0,0.145,0,0,0.000,5,0,25.315,0,0,33.207,0,0
Jamestown,46.90669,-98.92778,1636,2007,11,06,46.162,0,0,24.745,0,0,35.4540,0,0,36.184,0,0,39.210,0,0,9.104,0,0,23.535,0,0,161.837,0,0,0.626,0,0,0.089,0,0,,7,0,24.384,0,0,28.052,0,0
Jamestown,46.90669,-98.92778,1636,2007,11,13,44.133,0,0,27.647,0,0,35.8900,0,0,36.758,0,0,39.498,0,0,11.763,0,0,27.068,0,0,87.808,0,0,0.551,0,0,0.079,0,0,,7,0,24.817,0,0,28.017,0,0
Jamestown,46.90669,-98.92778,1636,2007,11,20,34.431,0,0,12.458,0,0,23.4450,0,0,29.193,0,0,34.880,0,0,10.237,0,0,25.277,0,0,117.080,0,0,0.405,0,0,0.058,0,0,,7,0,16.373,0,0,13.952,0,0
Jamestown,46.90669,-98.92778,1636,2007,11,27,14.108,0,0,-3.905,0,0,5.1010,0,0,20.259,0,0,30.793,0,0,10.569,0,0,24.354,0,0,123.393,0,0,0.188,0,0,0.027,0,0,,7,0,-1.044,0,0,-9.372,0,0
Jamestown,46.90669,-98.92778,1636,2007,12,04,14.933,0,0,-4.931,0,0,5.0010,0,0,25.394,0,0,29.262,0,0,8.756,0,0,20.208,0,0,133.392,0,0,0.159,0,0,0.023,0,0,,7,0,-0.438,0,0,-8.542,0,0
Jamestown,46.90669,-98.92778,1636,2007,12,11,28.675,0,0,4.218,0,0,16.4470,0,0,25.548,0,0,29.000,0,0,9.067,0,0,23.485,0,0,135.417,0,0,0.240,0,0,0.034,0,0,,7,0,10.158,0,0,4.688,0,0
Jamestown,46.90669,-98.92778,1636,2007,12,18,28.075,0,0,5.219,0,0,16.6470,0,0,25.446,0,0,29.113,0,0,9.751,0,0,23.638,0,0,102.218,0,0,0.184,0,0,0.026,0,0,,7,0,12.005,0,0,5.650,0,0
Jamestown,46.90669,-98.92778,1636,2007,12,25,19.539,0,0,6.744,0,0,13.1420,0,0,26.847,0,0,29.370,0,0,6.580,0,0,14.725,0,0,84.595,0,0,0.079,0,0,0.011,0,0,,7,0,10.371,0,0,4.969,0,0
Jamestown,46.90669,-98.92778,1636,2008,01,01,29.573,0,0,11.232,0,0,20.4030,0,0,26.586,0,0,28.690,0,0,8.911,0,0,20.616,0,0,127.720,0,0,0.210,0,0,0.030,0,0,,7,0,14.031,0,0,9.076,0,0
Jamestown,46.90669,-98.92778,1636,2008,01,08,19.960,0,0,2.333,0,0,11.1470,0,0,25.206,0,0,28.308,0,0,7.164,0,0,16.622,0,0,132.450,0,0,0.131,0,0,0.019,0,0,,7,0,7.499,0,0,1.106,0,0
Jamestown,46.90669,-98.92778,1636,2008,01,15,11.392,0,0,-9.019,0,0,1.1860,0,0,21.198,0,0,25.072,0,0,10.629,0,0,23.228,0,0,155.444,0,0,0.187,0,0,0.027,0,0,,7,0,-6.293,0,0,-15.189,0,0
Jamestown,46.90669,-98.92778,1636,2008,01,22,23.373,0,0,-3.515,0,0,9.9290,0,0,22.642,0,0,25.219,0,0,9.481,0,0,25.173,0,0,180.979,0,0,0.340,0,0,0.049,0,0,,7,0,3.398,0,0,-2.348,0,0
Jamestown,46.90669,-98.92778,1636,2008,01,29,13.634,0,0,-5.612,0,0,4.0110,0,0,18.456,0,0,22.841,0,0,10.752,0,0,23.330,0,0,175.282,0,0,0.176,0,0,0.025,0,0,,7,0,-2.831,0,0,-12.122,0,0
Jamestown,46.90669,-98.92778,1636,2008,02,05,15.130,0,0,-8.467,0,0,3.3320,0,0,22.448,0,0,24.759,0,0,10.496,0,0,24.098,0,0,224.459,0,0,0.234,0,0,0.033,0,0,,7,0,-4.215,0,0,-13.127,0,0
Jamestown,46.90669,-98.92778,1636,2008,02,12,17.891,0,0,-2.791,0,0,7.5500,0,0,23.704,0,0,25.679,0,0,12.396,0,0,26.147,0,0,210.494,0,0,0.262,0,0,0.037,0,0,,7,0,2.145,0,0,-7.954,0,0
Jamestown,46.90669,-98.92778,1636,2008,02,19,20.833,0,0,-4.481,0,0,8.1760,0,0,25.580,0,0,26.016,0,0,8.293,0,0,18.772,0,0,307.178,0,0,0.261,0,0,0.037,0,0,,7,0,1.761,0,0,-3.994,0,0
Jamestown,46.90669,-98.92778,1636,2008,02,26,29.392,0,0,10.255,0,0,19.8240,0,0,28.304,0,0,28.398,0,0,11.768,0,0,25.685,0,0,294.899,0,0,0.393,0,0,0.056,0,0,,7,0,14.615,0,0,8.145,0,0
Jamestown,46.90669,-98.92778,1636,2008,03,04,25.084,0,0,0.125,0,0,12.6050,0,0,27.012,0,0,27.294,0,0,10.137,0,0,23.228,0,0,349.406,0,0,0.433,0,0,0.062,0,0,,7,0,5.959,0,0,-0.110,0,0
Jamestown,46.90669,-98.92778,1636,2008,03,11,40.959,0,0,20.467,0,0,30.7130,0,0,31.702,0,0,31.615,0,0,9.507,0,0,22.255,0,0,333.594,0,0,0.643,0,0,0.092,0,0,,7,0,23.296,0,0,22.448,0,0
Jamestown,46.90669,-98.92778,1636,2008,03,18,40.860,0,0,19.984,0,0,30.4220,0,0,32.777,0,0,31.928,0,0,8.965,0,0,21.078,0,0,338.718,0,0,0.676,0,0,0.097,0,0,,7,0,22.963,0,0,21.779,0,0
Jamestown,46.90669,-98.92778,1636,2008,03,25,42.663,0,0,23.407,0,0,33.0350,0,0,35.333,0,0,31.924,0,0,11.558,0,0,28.298,0,0,346.216,0,0,0.799,0,0,0.114,0,0,,7,0,23.493,0,0,23.385,0,0
Jamestown,46.90669,-98.92778,1636,2008,04,01,49.038,0,0,23.356,0,0,36.1970,0,0,37.594,0,0,31.984,0,0,10.038,0,0,23.535,0,0,430.774,0,0,1.300,0,0,0.186,0,0,0.000,0,0,17.047,0,0,28.239,0,0
Jamestown,46.90669,-98.92778,1636,2008,04,08,52.522,0,0,24.568,0,0,38.5450,0,0,39.909,0,0,32.061,0,0,10.693,0,0,24.815,0,0,479.270,0,0,1.332,0,0,0.190,0,0,0.255,0,2,23.349,0,0,32.818,0,0
Jamestown,46.90669,-98.92778,1636,2008,04,15,63.706,0,0,32.529,0,0,48.1180,0,0,48.839,0,0,34.076,0,0,11.554,0,0,29.885,0,0,518.655,0,0,1.857,0,0,0.265,0,0,0.080,0,0,28.953,0,0,44.466,0,0
Jamestown,46.90669,-98.92778,1636,2008,04,22,47.760,0,0,23.605,0,0,35.6830,0,0,41.376,0,0,32.984,0,0,12.753,0,0,28.707,0,0,423.934,0,0,1.321,0,0,0.189,0,0,0.000,0,1,18.483,0,0,27.795,0,0
Jamestown,46.90669,-98.92778,1636,2008,04,29,62.281,0,0,31.254,0,0,46.7680,0,0,50.072,0,0,35.787,0,0,14.054,0,0,33.213,0,0,485.197,0,0,2.022,0,0,0.289,0,0,0.000,0,0,24.012,0,0,43.101,0,0
Jamestown,46.90669,-98.92778,1636,2008,05,06,60.803,0,0,32.739,0,0,46.7710,0,0,52.770,0,0,38.616,0,0,9.662,0,0,24.970,0,0,427.337,0,0,1.494,0,0,0.213,0,0,0.020,0,0,32.689,0,0,44.342,0,0
Jamestown,46.90669,-98.92778,1636,2008,05,13,70.173,0,0,36.975,0,0,53.5740,0,0,56.848,0,0,43.036,0,0,10.622,0,0,29.577,0,0,488.866,0,0,2.093,0,0,0.299,0,0,0.010,0,0,34.378,0,0,52.376,0,0
Jamestown,46.90669,-98.92778,1636,2008,05,20,68.059,0,0,40.551,0,0,54.3050,0,0,61.580,0,0,46.825,0,0,12.841,0,0,28.502,0,0,545.847,0,0,2.056,0,0,0.294,0,0,0.000,0,0,37.315,0,0,52.751,0,0
Jamestown,46.90669,-98.92778,1636,2008,05,27,69.754,0,0,47.256,0,0,58.5050,0,0,64.091,0,0,49.723,0,0,8.865,0,0,23.946,0,0,467.277,0,0,1.673,0,0,0.239,0,0,0.090,0,0,45.014,0,0,58.402,0,0
Jamestown,46.90669,-98.92778,1636,2008,06,03,66.020,0,0,49.110,0,0,57.5650,0,0,58.744,0,0,51.812,0,0,10.443,0,0,26.658,0,0,365.690,0,0,1.121,0,0,0.160,0,0,1.560,0,0,49.416,0,0,55.896,0,0
Jamestown,46.90669,-98.92778,1636,2008,06,10,67.182,0,0,47.153,0,0,57.1680,0,0,58.059,0,0,52.949,0,0,12.148,0,0,31.676,0,0,453.560,0,0,1.403,0,0,0.200,0,0,3.170,0,0,47.883,0,0,54.927,0,0
Jamestown,46.90669,-98.92778,1636,2008,06,17,78.751,0,0,51.803,0,0,65.2770,0,0,75.095,0,3,58.140,0,0,6.965,0,0,20.052,0,0,647.126,0,0,2.117,0,0,0.302,0,0,0.000,0,0,49.842,0,0,66.776,0,0
Jamestown,46.90669,-98.92778,1636,2008,06,24,79.605,0,0,55.811,0,0,67.7080,0,0,73.251,0,7,61.295,0,0,10.301,0,0,30.499,0,0,622.062,0,0,2.078,0,0,0.297,0,0,1.690,0,0,55.777,0,0,67.526,0,0
Jamestown,46.90669,-98.92778,1636,2008,07,01,81.425,0,0,54.444,0,0,67.9350,0,0,73.650,0,2,63.620,0,0,7.646,0,0,21.333,0,0,627.914,0,0,2.040,0,0,0.291,0,0,0.690,0,0,56.627,0,0,68.919,0,0
Jamestown,46.90669,-98.92778,1636,2008,07,08,80.698,0,0,55.405,0,0,68.0510,0,0,69.959,0,0,64.758,0,0,11.474,0,0,30.909,0,0,665.754,0,0,2.302,0,0,0.329,0,0,0.380,0,0,54.979,0,0,67.662,0,0
Jamestown,46.90669,-98.92778,1636,2008,07,15,80.088,0,0,56.889,0,0,68.4890,0,0,75.416,0,0,66.667,0,0,5.746,0,0,16.877,0,0,592.519,0,0,1.600,0,0,0.229,0,0,0.680,0,0,60.237,0,0,68.526,0,0
Jamestown,46.90669,-98.92778,1636,2008,07,22,80.937,0,0,59.345,0,0,70.1410,0,0,75.848,0,0,68.130,0,0,7.254,0,0,18.415,0,0,550.724,0,0,1.576,0,0,0.225,0,0,0.820,0,0,62.853,0,0,70.528,0,0
Jamestown,46.90669,-98.92778,1636,2008,07,29,82.392,0,0,56.084,0,0,69.2380,0,0,76.470,0,0,68.077,0,0,7.537,0,0,20.565,0,0,579.408,0,0,1.791,0,0,0.256,0,0,0.300,0,0,60.463,0,0,69.254,0,0
Jamestown,46.90669,-98.92778,1636,2008,08,05,78.113,0,0,56.652,0,0,67.3830,0,0,74.616,0,0,66.405,0,0,6.460,0,0,18.262,0,0,434.475,0,0,1.246,0,0,0.178,0,0,1.250,0,0,60.004,0,0,67.184,0,0
Jamestown,46.90669,-98.92778,1636,2008,08,12,83.027,0,0,56.889,0,0,69.9580,0,0,73.547,0,0,67.481,0,0,6.727,0,0,17.236,0,0,570.963,0,0,1.812,0,0,0.259,0,0,0.030,0,0,58.667,0,0,69.622,0,0
Jamestown,46.90669,-98.92778,1636,2008,08,19,80.045,0,0,52.823,0,0,66.4340,0,0,73.865,0,0,65.950,0,0,11.477,0,0,29.936,0,0,541.383,0,0,1.864,0,0,0.266,0,0,0.000,0,0,55.893,0,0,66.289,0,0
Jamestown,46.90669,-98.92778,1636,2008,08,26,80.430,0,0,52.860,0,0,66.6450,0,0,70.167,0,0,63.893,0,0,11.082,0,0,27.325,0,0,457.391,0,0,1.777,0,0,0.254,0,0,0.400,0,0,55.749,0,0,66.305,0,0
Jamestown,46.90669,-98.92778,1636,2008,09,02,62.587,0,0,40.919,0,0,51.7530,0,0,58.062,0,0,58.823,0,0,6.879,0,0,20.156,0,0,357.652,0,0,0.853,0,0,0.122,0,0,0.470,0,0,45.204,0,0,50.034,0,0
Jamestown,46.90669,-98.92778,1636,2008,09,09,68.445,0,0,43.714,0,0,56.0800,0,0,58.898,0,0,57.657,0,0,8.719,0,0,24.253,0,0,343.730,0,0,1.030,0,0,0.147,0,0,0.630,0,0,49.590,0,0,55.440,0,0
